adjudication_key	base_state	current_state
literal:c078fb8530efe83d1a6279707d0c9a2f662e8b556d07e78646b2391e3b4748dd	"[""boundary"",""maintainer adjudication: empty issue-number capture is a durable deferral sentinel boundary""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home skills/implement/references/deferred-ac-followups.md:106; no consumer greps the reflection text in scripts/lib/.github; 2 fragment greps clean""]"
literal:c09b19832a178813d1f4448956d0d3878031f352199d1285dbf9cc78861412a0	"[""boundary"",""maintainer adjudication: review-and-fix COMMIT_SAFETY: Prevents unscoped staging during a fix commit.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home skills/review-and-fix/references/fixing.md; no consumer in scripts/lib/.github; fragment greps (git add -A, at the fix-commit step) find no second home""]"
literal:c28d14b7588a8e725ac2e75229f36bde76633dcfbcdfd7c80f2e74024d67d7aa	"[""boundary"",""maintainer adjudication: review-and-fix CONFIG_ROUTING: Pins fail-closed threshold derivation syntax.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; positive-form shape pin; run.sh:32744 records that the extended absence detector already catches the reverted captured-rc form, so no tool needs this literal""]"
literal:c353c51f1953e368b48766a440eea5b57788e2f3a081c049b91fb88e26ae22ff	"[""boundary"",""maintainer adjudication: create-issue LG: per-finding ledger read/write, reconciliation, or post-close state contract: the quoted delimiter is never to be simplified away""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home; heredoc-authoring exhortation, no machine token; whole-literal and 3 fragment sweeps over the tracked tree clean""]"
literal:c6e026121a612b8ca1175c51444d7e96a501abd4b79b6baa03ab2348abc83f39	"[""boundary"",""maintainer adjudication: review BR: blocker-recheck producer/consumer boundary: 347(AC4): a non-zero git diff exit falls through (operative errored-diff mechanism)""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home; exit-code prose (the operative invocation literal is pinned separately); fragment if that git diff exits non-zero single-home""]"
literal:c7b4281f6deebb83d59ec6d8e54c0c4f063b27a87f46de466bad92354440aad9	"[""boundary"",""maintainer adjudication: create-issue LG: per-finding ledger read/write, reconciliation, or post-close state contract: the read-back, never recollection, is the classification input""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home; read-back-not-recollection exhortation, no machine token; whole-literal and 3 fragment sweeps clean (hits were generic 3-word cores)""]"
literal:c7c61af975b840c850647f65692133afccb69f92b95f2c87ed109a9dd816044e	"[""boundary"",""maintainer adjudication: resume discriminator is a cross-phase protocol boundary""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole home; design rationale about workpad.py notes; no tool reads the sentence""]"
literal:c879617282d2c271d2e04b38a131aa28df82d05e9cd04701a75dfd76c2638888	"[""boundary"",""maintainer adjudication: review BR: blocker-recheck producer/consumer boundary: 347(AC4): a resolver-exit-0 absent/empty threshold key legitimately defaults to critical""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home; describes the resolver exit-0 empty-key case as agent decision prose; core Resolver exits 0 and the key is absent single-home""]"
literal:cb328afc06b3dc9ef11ea5b4b23f3c7e62ee22ecbba195e83612e04bdecdaf10	"[""boundary"",""maintainer adjudication: review MR: modular phase-routing/cross-phase boundary: #529 the root's 4.1.7 routing row carries the ordering cue (after 4.1.6, before 4.2)""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home skills/review/SKILL.md:324; no consumer in scripts/lib/.github; 2 fragment greps clean""]"
literal:cb9e24c4c14f49475ec5516e1b7a92e80eefcf90db17a47cb5ed3808e6397af0	"[""boundary"",""Missing-record condition drives the convergence state transition.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; self-described prose backstop for a structurally-closed silent skip; fragment is treated as non-convergence appears only in loop-exit.md""]"
literal:cccb3e980d41364843b8979473bfa61a281613573c74bfc1f2dfbd20d91425b6	"[""boundary"",""maintainer adjudication: review BR: blocker-recheck producer/consumer boundary: 347(AC1): a non-zero exit from the paginated reviews query falls through (fail-closed)""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home; non-zero-exit fall-through prose; core paginated query single-home""]"
literal:cd175c2895713a3096ca46e78e5f4ea88474393b5e42d5dc0edf5bfe3e9a9781	"[""boundary"",""maintainer adjudication: agents HC: agent verification contract requires a falsifying-input probe""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; verify_hint authoring guidance in agents/checklist-generator.md:61; no tool reads it; fragment greps found only the home""]"
literal:d19a009d792cf22864405b55f28d19655acb9530cb99323572c5f6601f9ddfbf	"[""boundary"",""Failure fallback routing needed for liveness.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; degradation prose; sole home; no consumer""]"
literal:d6aaca89f8e4ede5b4483aa476e4ffbaabf0e6789f45a408cdcacd6071b4b9b4	"[""boundary"",""Pagination uncertainty maps to an unestablished authorization state.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole live home line 42; the empty/page-full unestablished rule is prose; no tool parses the node list on DevFlow side""]"
literal:da42e88cd0f57a0a44b71f93a96ef4bae9d9295aec68e7be9b40975a1536e18b	"[""boundary"",""maintainer adjudication: create-issue WD: writer, extractor, delivery marker, dispatch record, or override sequencing interface: a diverged regeneration is surfaced in the same turn, before dispatch""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home; same-turn disclosure prose the tool cannot observe; whole-literal and 3 fragment sweeps over the tracked tree clean""]"
literal:daa8494cd7b0174aac3b68a2ac83d671ad95012a1a0b5ed2a54e31cc4ef5d025	"[""boundary"",""maintainer adjudication: other-skills state-transition: Advisory check cannot change init success to failure.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole home skills/init/SKILL.md:163; advisory never-blocks wording; no tool reads it; 3 fragment greps found no second live home""]"
literal:dc4cad584589d7eb1121e0d30231d3324c0d501dc97f35332a57e1cf7470d77d	"[""boundary"",""maintainer adjudication: create-issue CF: fail-closed config/capability gate or reason-selection contract: reason-selection observes exit status, never empty stdout as the value false""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole home (each rung appears only in this file); exit-status observation is an agent decision rendered to chat; no tool reads it""]"
literal:dc8b6cd6fb203412c34a4025e7e1656fb2ee60dec01998e2ea82d93dd027fff2	"[""boundary"",""maintainer adjudication: review BR: blocker-recheck producer/consumer boundary: 347(AC4): every intervening changed path must be one of the $BLOCKERS files (subset check)""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home; containment-check prose; core must be one of the $BLOCKERS files single-home""]"
literal:dd3e068a614663beb101732d0447d17e200bba068e100744f72254ee3b03abb0	"[""boundary"",""Retain exact schema/sentinel contract: #312 item 6: Phase 2.2.6 requires an in-repo breadcrumb at the deviation site.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole home phase-2-implement.md:178; 'deviation site' grep returns only that line; no consumer""]"
literal:ddc5cb8ddc9976eb2342953cde08df0074a95248f13aed9bd86c3460051f35e5	"[""boundary"",""maintainer adjudication: create-issue SO: state-owner producer/consumer contract: the tool owns the per-run offer ceiling; the run never counts rounds itself""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home; per-run ceiling is enforced by record-offer but nothing reads this sentence; whole-literal and 3 fragment sweeps over the tracked tree clean""]"
literal:ddcbd9dc7cf67870d0e0ff96fd5f29f53e45b1411c875a1af53fe858279382a6	"[""boundary"",""Retain routing/state-transition contract: #312 item 10: Phase 3.2 triage evaluates against generality/consumer-facing ACs.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; phase-3-review.md:153 /simplify triage prose; fragment greps over docs/skills/scripts found only the home; no tool reads it""]"
literal:dde786211f91d32b3630f9a1d21884c0d4ca062aeb60089286afbac87c76a692	"[""boundary"",""maintainer adjudication: review MR: modular phase-routing/cross-phase boundary: #529 AC15 pressure: the root routes 4.4 as standalone-only (review-and-fix skips it)""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home skills/review/SKILL.md:325; run.sh witnesses routing via the backticked filename row, not this clause; fragment greps clean""]"
literal:de78ca3d82bff3cd83eede704318715c532bd76b328ee6c1c9cb7bd1f89936ef	"[""boundary"",""Explicit verdict-to-step routing transition.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; step-routing arrow read only by the agent; no module reconciles review-and-fix step ids to reference files; single home; fragment greps clean""]"
literal:df2e289f424a1526f907029711ce72f74b37be90a81d2a27338f7d3156093b68	"[""boundary"",""maintainer adjudication: create-issue WD: writer, extractor, delivery marker, dispatch record, or override sequencing interface: ## Evidence axes forwarding sentence (SKILL contract, exact heading)""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home step-2-clarify.md:39; heading extraction is owned/tested by scripts/render-audit-prompt.py, adjacent prose pin already retired; greps clean""]"
literal:df8c8c9045da5d78568234996c1a465c95d09f369651fb606d6711ba5457ec72	"[""boundary"",""maintainer adjudication: review DT: dirty-tree safety boundary: #192 backstop: deleting the Phase-3-aggregation finding-injection sentence turns its pin RED""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home phase-3-agents.md:346; no tool reads the injection sentence (build-experiment-records.py counts rendered report headings); fragment greps clean""]"
literal:dfc1906b1e51f84ac22aa82abfd1f5a6c5ea277eb62ccaf731e9a8752148586a	"[""boundary"",""maintainer adjudication: review-and-fix STATE_SCHEMA: Preserves the unavailable-evidence classification set.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; no tool reads parking_evidence or step25_classification (git grep over scripts/lib/*.jq clean); docs copy is a paraphrase without the enum""]"
literal:e203b974d09d728cd32022b98f4291851b917066d2f5d07428fb428bed38fbe3	"[""boundary"",""maintainer adjudication: create-issue WD: writer, extractor, delivery marker, dispatch record, or override sequencing interface: the dispatch arm is the tool's answer, never the orchestrator's""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home; tool-owns-the-arm exhortation with no machine token; whole-literal and 3 fragment sweeps clean (hits were generic 3-word cores only)""]"
literal:e22362665cb545dbf52d2b7cc04083ffb8e27d9ab3bf053ffd9c5a649a7496bd	"[""boundary"",""maintainer adjudication: review VC: verification/checklist interface boundary: #556 T-6a(AC7): in-context recovery arm""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; phase-2-verification.md:107 only; 'helper-defect' and 'in-context parse' greps across scripts/lib/agents/skills/docs/.github return no other file""]"
literal:e2ab1a62f6051af889aad3ec13709ed1de6f79a2425deffc2ec1d078d8330d82	"[""boundary"",""maintainer adjudication: untracked workflow edit probe is part of the credential safety boundary""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; phase-2-implement.md:572 inline-backtick prose, outside every fence-scoped extractor; fragment grep finds no other home""]"
literal:e52c502c767d7b5a7922b8324f4f769a2c9f18e090090766db9578767133b40a	"[""boundary"",""Names routing changes that trigger the review re-sweep.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole home; the two mirrors of item 3a (docs/DEVFLOW_SYSTEM_OVERVIEW.md:536, docs/shadow-review.md:515) omit the job-gating/rerouting limb; no tool consumer""]"
literal:e5cba11ddd9e989354fb638e92b18e6c0436d6f3a6492d1efd8b791104eb22f4	"[""boundary"",""Severity-to-routing mapping.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; severity-routing prose; sole home; no tool reads it""]"
literal:e786ce8feaea036ef5d7a31f5319d7ed8f4d04c8c43eecfed9616babb3966186	"[""boundary"",""maintainer adjudication: create-issue LG: per-finding ledger read/write, reconciliation, or post-close state contract: the boundary offer names the self-verified state""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home; offer wording naming no machine token; whole-literal and 3 fragment sweeps clean (hits were generic 3-word cores)""]"
literal:e80053a56c6975bade715db7aaa1ac249031445b4acbd1cf15396c42eb0a3ee6	"[""boundary"",""maintainer adjudication: create-issue EH: external helper, portable anchor, root binding, path display, or label outcome contract: sub-step 5a surfaces an unresolvable anchor as an explicit degradation, not a silent skip""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole home; the degradation wording is chat-only and nothing parses it; the DevFlow label constant is pinned separately at run.sh:14078""]"
literal:e8dc788f68ef6e991a7f7ee5bc2f30a2777e158c472d4e80f574e7368cea9a78	"[""boundary"",""maintainer adjudication: docs-root caller_quoting_contract: The install instruction carries the runner-specific quoting rule needed to preserve a workpad text argument as one argv value.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole home docs/install.md:126; docs are outside every scanner (lint-gh-api excludes docs/); 'single-quote' grep finds no second home for this guidance""]"
literal:e9a982a86c964cf4d1e06fc60cbafe7896e98d8539a8c6bac7612a7730b11650	"[""boundary"",""Gate scheduling contract.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; gate prose in fix-delta-gate.md; no tool reads it; whitespace/markdown-normalized tree scan finds 1 home only""]"
literal:eac7b28f108c2f7673be69fec21c6c58e0f1b0b57e303076d22dac4663753d5e	"[""boundary"",""maintainer adjudication: create-issue CG: runner capability or affordance gate: create-issue makes batching conditional (one-question-per-call \u2192 sequential)""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home skills/create-issue/references/step-2-clarify.md:64; no consumer in scripts/lib/.github; fragment greps clean""]"
literal:eb9439c6417ee4d8295c8f6aa0c1547b795ccb4914bf4de46ef08c3a553eb0f3	"[""boundary"",""Iteration-accounting contract.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; cap-accounting prose; sole home; no consumer""]"
literal:eb97c2b27bb8d4ce77bfe8e80f6f359a80a712c737109ff0804fc3a1821f7df1	"[""boundary"",""maintainer adjudication: review-and-fix GATE_SCOPE: Defines the complete finding population for the gate.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home skills/review-and-fix/references/pre-fix-gates.md:5; no consumer in scripts/lib/.github; the Step 2.5 fix-set scope is agent-read only""]"
literal:ec4fa6f15acf7427b36a7e4c4bd22544b43c337f9169d78891ece3f4634cc8f8	"[""boundary"",""maintainer adjudication: create-issue RS: reference-loader entry marker, degradation, breadcrumb, or file-read security gate: the degrade rule enumerates the malformed-shape matrix""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; malformed-shape enumeration at SKILL.md:46; T2 asserts the shapes executably without this sentence; fragment greps found only the home""]"
literal:ec7542793e48b15b0947b1ad9cf0e7b5911a4f4e4a4066986071a4b5afb9eb37	"[""boundary"",""At-cap state transition.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; cap-promotion prose; sole home; nothing parses it""]"
literal:ece839bbf2f58b5a0a55b0b997beb7c6e17706b3d7a40535d0522433badb5981	"[""boundary"",""maintainer adjudication: review VC: verification/checklist interface boundary: #556 T-6a(AC7): one-repair (re-dispatch once) sentence""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole home phase-2-verification.md:107; fragment greps clean; the re-dispatch-once rule is prose the orchestrator agent executes""]"
literal:f01890f18cf488abecb1468f43417dea5317084a9db2717f07ab922e2211eed9	"[""boundary"",""maintainer adjudication: agents RT: closed lite-category routing set deliberately excludes absolute_claim""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; lite gating condition; no non-test tool reads item category (lib category hits are the unrelated retrospective field); phase-1-checklist.md does not restate it""]"
literal:f0d87e6ddde7a58cec357555a6c8c82b5750e7a9b17318bb41e84ff73ea69a14	"[""boundary"",""maintainer adjudication: review BR: blocker-recheck producer/consumer boundary: 347(AC4): a failed/out-of-enum threshold read falls through, never defaults to critical""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home; sibling arm of idx 23; fragment the configured threshold is unknown single-home; no tool reads it""]"
literal:f223a6108f35987f417ed48f8aeacc129199ce5d01da952616c909d66b75cfba	"[""boundary"",""Fail-safe rule applies to both identity and permission operands.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole live home line 42; no consumer in scripts/lib/.github; lint-gh-api-repo-path.py reads only the gh api path on that line, not this clause""]"
literal:f22aefc0db1e7fee22b5bde6c5390a2b72af686d1dc7432b3b2e1990aa89a85a	"[""boundary"",""maintainer adjudication: other-skills cross-phase-operand: Step 4b must consume the diff established in Step 1 rather than a newly derived operand.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; step-handoff prose; sole home; no tool reads it""]"
literal:f2eda3b0d61cfeb98a2a2ca040be742fcc8dabdbf184b3f4d9cd6a112aae7360	"[""boundary"",""Gate firing condition on a named early-exit state.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole home; gate firing-condition prose; no scripts/lib/.github consumer""]"
literal:f3d9cf25c8b4ad1c3259c73b1673f532c6686282d9328c43c3cc2d428c389efc	"[""boundary"",""maintainer adjudication: create-issue SO: state-owner producer/consumer contract: the summary line's fields are read from query-summary, never recollected""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole home; a do-not-recollect rule read only by the agent; query-summary invocation itself is pinned by the adjacent fence, not by this sentence""]"
literal:f4f8332e725d41442406fff4f8f17d584ed88b3d99688788c3f10647cc410623	"[""boundary"",""maintainer adjudication: review DT: dirty-tree safety boundary: #192 backstop: deleting the snapshot-delta-scoped restore turns its pin RED""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home phase-3-agents.md:198; run.sh comment calls it a textual boundary, behavior covered by executing the extracted region; fragment greps clean""]"
literal:f73f8aef5e0b4349bf6ef365b1dae1bab6fdd15ca7b095718b7feb832594023e	"[""boundary"",""maintainer adjudication: tracked workflow edit probe is part of the credential safety boundary""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; phase-2-implement.md:572 inline-backtick prose, not a ```bash fence, so extract-command-heads/shapes cannot see it; sole home""]"
literal:f801fcd2032cc98afb1bfe93a898222cd2105dc3a0389ebea368291c9a962f19	"[""boundary"",""maintainer adjudication: other-skills state-arm: The no-section clean no-op is a distinct state arm from a failed reconciliation.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; no-op-condition prose in docs-release-notes Step 4b; sole home; no tool reads it""]"
literal:f8354b9789179624af61b1a60c67c12888f4cbf9494be2d8fee86debaa89ee59	"[""boundary"",""maintainer adjudication: review MR: modular phase-routing/cross-phase boundary: #529 the root's 0.3.6 row carries its PRECONDITION (a prior REJECT driven solely by carve-out blockers)""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home skills/review/SKILL.md:318; no consumer in scripts/lib/.github; 2 fragment greps clean""]"
literal:f8ac161ecedf626c133dc9240d9ca2cf143d4d76297c64ff6ceda13c1f31859f	"[""boundary"",""maintainer adjudication: review BR: blocker-recheck producer/consumer boundary: 347(AC4): precondition 2 must correspond to the precondition-1 REJECT, no stale fallback""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; only home; fall-back-prohibition prose; fragment the most recent REJECT comment and core most recent REJECT single-home""]"
literal:fbf08b324f02ef017af860fdeb8a7398bb4518ee228f4f9e916b81c8a5996a40	"[""boundary"",""maintainer adjudication: review-and-fix AUDIT_TRAIL: Defines the clean prompt-addenda attestation.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; prompt_addenda absent from every scripts/lib consumer; efficiency-trace validates only shadow_synthesized/promoted_to_iter_next; JSON example line, sole home""]"
literal:fd27358bb78165abaf0f6ec900894c216cd773d5a0a45c2431c24f3b166b0d49	"[""boundary"",""maintainer adjudication: review-and-fix SHADOW_CONTROL: Preserves convergence-only behavior outside engine changes.""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole home; non-engine-PR trigger prose; no tool consumer""]"
literal:fea7ed33e307edc9fd5eef37fef719260dd69cfeb1c4d4627e149d697eb689cb	"[""boundary"",""maintainer adjudication: create-issue TR: checklist state writer/reader, slug binding, status marker, or creation-time contract: fallback defines exactly the three status markers""]"	"[""prose-sole-copy"",""maintainer adjudication (#885): agent-executed prompt prose, no tool or consumer reads it; sole home; [~] marker grep clean outside the file; SKILL.md:38 only POINTS at the definition; nothing parses the rendered in-chat markers""]"
